;Net Ground Area;Roof Area;Floor Height;Number of Floors;Total Air Volume;Outerwall Area_0.0;Outerwall Area_180.0;Outerwall Area_270.0;Outerwall Area_90.0;Window Area_0.0;Window Area_180.0;Window Area_270.0;Window Area_90.0;Window-Wall-Ratio;Inner Wall Area;UValue Outerwall;UValue Innerwall;UValue Window;UValue Door;UValue Roof;UValue Ceiling;UValue Groundfloor;gValue Window
TEASER;3600,0;1380,0;4,2;3;15120,0;1114,8;1114,8;136,52;136,52;245,75;245,75;30,1;30,1;0,22;14237,4;0,88;0,85;6,12;0;0,84;1,18;1,18;0,78
