;Net Ground Area;Roof Area;Floor Height;Number of Floors;Total Air Volume;Outerwall Area_0.0;Outerwall Area_180.0;Outerwall Area_270.0;Outerwall Area_90.0;Window Area_0.0;Window Area_180.0;Window Area_270.0;Window Area_90.0;Window-Wall-Ratio;Inner Wall Area;UValue Outerwall;UValue Innerwall;UValue Window;UValue Door;UValue Roof;UValue Ceiling;UValue Groundfloor;gValue Window
TEASER;4500,0;1293,75;3,5;4;15750,0;781,47;781,47;102,08;102,08;311,07;311,07;40,64;40,64;0,4;17131,88;0,62;0,85;6,12;0;0,67;1,67;0,74;0,78
